adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
david bagares gata 12 a,1916,,3 200 000, 27 januari 2019,11,103 226,norrmalm,31 , 1,
kammakargatan 12,4462,,10 900 000, 26 januari 2019,-1,99 091,norrmalm,110 , 4,
dalagatan 8,2661,,4 500 000, 12 januari 2019,13,88 235,norrmalm,51 , 2,
kammakargatan 70,1042,,3 135 000, 11 januari 2019,5,95 000,norrmalm,33 , 1,
johannesgatan 6,2968,,3 480 000, 10 januari 2019,12,91 579,norrmalm,"38 + 8,5 ", 2,
vattugatan 15,3229,,4 333 000, 30 december 2018,17,78 782,norrmalm,55 , 2,5
david bagares gata 20 a,2674,,6 575 000, 12 december 2018,1,80 183,norrmalm,82 , 2,3
klara västra kyrkogata 17,3061,,5 800 000, 12 december 2018,-3,161 111,norrmalm,36 , 1,18
wallingatan 13,4592,,9 500 000, 12 december 2018,2,79 167,norrmalm,120 + 10 , 5,4
adolf fredriks kyrkogata 5,2684,,9 200 000, 7 december 2018,±0,81 416,norrmalm,113 ," 3,5",
tegnérgatan 55a,2257,,3 200 000, 6 december 2018,7,91 429,norrmalm,35 , 2,
klara tvärgränd 5,2683,,3 450 000, 5 december 2018,8,82 143,norrmalm,42 , 2,7
david bagares gata 20,1386,,4 300 000, 3 december 2018,21,119 444,norrmalm,36 , 2,
kammakargatan 21,1742,,2 800 000, 3 december 2018,28,107 692,norrmalm,26 , 1,1
drottninggatan 102b,3588,,6 985 000, 22 november 2018,-7,84 157,norrmalm,83 + 3 , 3,
vattugatan 13,4107,,6 100 000, 21 november 2018,3,84 722,norrmalm,72 , 3,11
holländargatan 9a,3850,,6 500 000, 21 november 2018,±0,91 549,norrmalm,71 , 3,2
regeringsgatan 70e,3231,,5 625 000, 17 november 2018,6,81 522,norrmalm,69 , 2,4
david bagares gata 26 a,3331,,8 000 000, 16 november 2018,7,89 888,norrmalm,89 , 3,2
adolf fredriks kyrkogata 3,3304,,6 000 000, 13 november 2018,-2,98 361,norrmalm,61 , 2,
wallingatan 16,2830,,4 600 000, 13 november 2018,3,97 872,norrmalm,47 , 2,2
tegnérgatan 51,1866,,9 150 000, 13 november 2018,8,91 500,norrmalm,100 , 3,
johannesgatan 26,7210,,15 800 000, 8 november 2018,17,101 282,norrmalm,156 , 6,
olof palmes gata 14,2118,,3 950 000, 7 november 2018,14,91 860,norrmalm,43 , 2,4
wallingatan 13,3697,,7 750 000, 6 november 2018,1,81 579,norrmalm,95 , 3,2
regeringsgatan 70 f,3109,,4 995 000, 3 november 2018,±0,75 682,norrmalm,66 , 2,4
drottninghusgränd 7,1947,,3 750 000, 2 november 2018,14,89 286,norrmalm,42 , 2,1
david bagares gata 26 b,3555,,6 725 000, 30 oktober 2018,-2,70 789,norrmalm,95 , 3,
regeringsgatan 85a,3484,,10 200 000, 25 oktober 2018,-3,84 298,norrmalm,121 , 4,3
kammakargatan 41a,1588,,4 180 000, 23 oktober 2018,23,104 500,norrmalm,40 , 2,1
drottninggatan 102 c,5921,,6 700 000, 22 oktober 2018,-1,56 303,norrmalm,119 , 3,
regeringsgatan 87,1761,,7 900 000, 20 oktober 2018,22,87 778,norrmalm,90 + 20 , 4,
brunnsgatan 18 c,4622,,8 220 000, 20 oktober 2018,6,79 806,norrmalm,103 , 4,
olof palmes gata 12,4764,,7 800 000, 14 oktober 2018,-2,76 471,norrmalm,102 ," 3,5",4
tegnérgatan 9,2994,,8 450 000, 11 oktober 2018,-6,104 321,norrmalm,81 ," 2,5",
kammakargatan 18,2059,,2 550 000, 10 oktober 2018,11,110 870,norrmalm,23 , 1,
tegnérgatan 5,3746,,8 900 000, 7 oktober 2018,±0,96 739,norrmalm,92 , 3,
wallingatan 30,2485,,7 000 000, 4 oktober 2018,±0,72 917,norrmalm,96 , 3,
kammakargatan 14,1484,,3 425 000, 3 oktober 2018,5,83 537,norrmalm,41 ," 1,5",
torsgatan 5,3717,,6 140 000, 3 oktober 2018,12,72 663,norrmalm,"84,5 ", 3,2
johannes plan 3,4277,,11 950 000, 3 oktober 2018,14,103 913,norrmalm,115 , 4,4
regeringsgatan 70 d,3845,,6 400 000, 28 september 2018,-1,76 190,norrmalm,84 , 4,1
david bagares gata 20,2373,,6 350 000, 28 september 2018,±0,92 029,norrmalm,69 , 2,3
herkulesgatan 24,4936,,6 725 000, 27 september 2018,±0,70 419,norrmalm,"95,5 ", 3,7
västmannagatan 8,6534,,11 850 000, 25 september 2018,6,84 043,norrmalm,141 , 5,3
wallingatan 30,2379,,8 400 000, 21 september 2018,5,94 382,norrmalm,89 , 3,3
kammakargatan 21,2501,,4 020 000, 19 september 2018,±0,103 077,norrmalm,39 , 2,3
olof palmes gata 16,3027,,6 430 000, 19 september 2018,17,93 188,norrmalm,69 , 3,4
torsgatan 7,2047,,3 660 000, 19 september 2018,11,95 065,norrmalm,"38,5 ", 2,4
adolf fredriks kyrkogata 15,309,,3 100 000, 18 september 2018,±0,119 231,norrmalm,26 , 1,
tunnelgatan 1,2496,,4 800 000, 17 september 2018,10,88 889,norrmalm,54 , 2,3
torsgatan 7,3808,,6 950 000, 8 september 2018,7,79 885,norrmalm,87 ," 3,5",
david bagares gata 22,3544,,8 450 000, 7 september 2018,8,88 947,norrmalm,95 , 4,1
olof palmes gata 12,1829,,3 410 000, 7 september 2018,-2,87 436,norrmalm,39 , 2,2
klara tvärgränd 5,4307,,6 000 000, 7 september 2018,±0,74 534,norrmalm,"80,5 ", 3,1
kammakargatan 14,1432,,3 970 000, 3 september 2018,±0,113 429,norrmalm,35 , 2,3
herkulesgatan 26,3229,,4 100 000, 31 augusti 2018,-1,74 545,norrmalm,55 , 2,9
kammakargatan 39,4694,,9 500 000, 28 augusti 2018,7,94 059,norrmalm,101 , 4,1
drottninggatan 90 b,692,,5 600 000, 28 augusti 2018,2,80 000,norrmalm,70 , 2,2
kungsgatan 51,2009,,6 300 000, 23 augusti 2018,-3,90 000,norrmalm,70 , 1,
wallingatan 14,1359,,3 150 000, 22 augusti 2018,13,108 621,norrmalm,29 , 1,
kammakargatan 70,1517,,3 900 000, 21 augusti 2018,±0,79 592,norrmalm,49 , 2,2
upplandsgatan 11,656,,2 480 000, 16 augusti 2018,25,165 333,norrmalm,15 , 1,
dalagatan 8,1513,,2 850 000, 13 augusti 2018,4,98 276,norrmalm,29 , 1,5
tegnérgatan 55a,2257,,3 400 000, 10 augusti 2018,15,97 143,norrmalm,35 , 1,1
vattugatan 15,3883,,5 900 000, 8 augusti 2018,7,83 688,norrmalm,"70,5 ", 3,10
vattugatan 15,3389,,4 490 000, 7 augusti 2018,±0,81 636,norrmalm,55 , 2,9
dalagatan 8,2191,,3 650 000, 27 juli 2018,4,86 905,norrmalm,42 , 2,3
tegnérgatan 17,508,,7 250 000, 18 juli 2018,2,108 209,norrmalm,67 , 2,2
holländargatan 9a,3984,,6 300 000, 18 juli 2018,17,88 732,norrmalm,71 , 2,5
kammakargatan 43,1534,,3 400 000, 12 juli 2018,21,121 429,norrmalm,28 , 1,
herkulesgatan 26,3780,,5 750 000, 6 juli 2018,±0,84 559,norrmalm,68 , 3,10
apelbergsgatan 60,4239,,4 500 000, 5 juli 2018,8,86 538,norrmalm,52 , 2,3
tegnérgatan 47 a,3243,,7 775 000, 3 juli 2018,12,106 507,norrmalm,73 , 3,4
luntmakargatan 36,2822,,4 050 000, 21 juni 2018,16,71 053,norrmalm,57 , 2,1
kammakargatan 35,1046,,4 350 000, 20 juni 2018,15,103 571,norrmalm,42 , 2,
adolf fredriks kyrkogata 3,7908,,14 100 000, 18 juni 2018,4,96 575,norrmalm,146 , 4,1
tegnérgatan 5a,2352,,5 930 000, 6 juni 2018,6,104 035,norrmalm,57 , 2,
tegnérgatan 29,4576,,13 200 000, 4 juni 2018,-4,98 507,norrmalm,134 + 13 , 5,
olof palmes gata 16,2085,,4 700 000, 17 maj 2018,±0,109 302,norrmalm,43 , 2,
lästmakargatan 18,3267,,6 300 000, 14 maj 2018,3,108 621,norrmalm,58 , 2,7
luntmakargatan 36,2203,,3 280 000, 10 maj 2018,10,78 095,norrmalm,42 ," 1,5",1
kammakargatan 18,2150,,2 485 000, 9 maj 2018,-1,112 955,norrmalm,22 , 1,
drottninggatan 73 a,611,,3 205 000, 3 maj 2018,9,110 517,norrmalm,29 , 1,
johannesgatan 8,2462,,4 850 000, 27 april 2018,±0,97 000,norrmalm,50 , 2,
dalagatan 8,2191,,3 800 000, 27 april 2018,9,90 476,norrmalm,42 , 2,5
tegnérgatan 55,3414,,6 500 000, 26 april 2018,5,118 182,norrmalm,55 , 2,
torsgatan 9,2482,,4 105 000, 25 april 2018,9,81 287,norrmalm,"50,5 ", 2,2
kammakargatan 19,2562,,5 700 000, 24 april 2018,4,87 692,norrmalm,65 , 3,4
tegnérgatan 45 b,5235,,21 000 000, 24 april 2018,24,112 299,norrmalm,187 , 6,
wallingatan 11,3761,,7 500 000, 20 april 2018,5,100 000,norrmalm,75 , 3,3
regeringsgatan 70 a,4949,,8 450 000, 14 april 2018,6,76 126,norrmalm,111 , 5,1
gamla brogatan 25,6769,,7 600 000, 13 april 2018,-5,66 667,norrmalm,114 ," 3,5",2
kammakargatan 38,5249,,12 900 000, 28 mars 2018,±0,94 853,norrmalm,136 , 4,1
dalagatan 8,2191,,3 510 000, 28 mars 2018,17,83 571,norrmalm,42 ," 1,5",
regeringsgatan 97,3460,,5 275 000, 28 mars 2018,-6,82 422,norrmalm,64 , 2,
drottninggatan 73c,673,,9 450 000, 22 mars 2018,±0,93 564,norrmalm,101 , 3,2
adolf fredriks kyrkogata 5,4317,,15 900 000, 15 mars 2018,-1,84 574,norrmalm,188 , 5,5
sveavägen 62 1,0,,3 900 000, 15 mars 2018,-5,76 471,norrmalm,51 ," 1,5",5
tunnelgatan 1a,1988,,3 475 000, 15 mars 2018,7,80 814,norrmalm,43 , 1,
johannes plan 3,3360,,8 100 000, 9 mars 2018,5,97 590,norrmalm,83 , 3,3
kammakargatan 21,1742,,2 610 000, 2 mars 2018,±0,100 385,norrmalm,26 , 1,
regeringsgatan 87,1397,,4 300 000, 28 februari 2018,1,93 478,norrmalm,46 , 2,4
holländargatan 9a,1964,,3 400 000, 28 februari 2018,14,97 143,norrmalm,35 , 2,
kammakargatan 44,1513,,3 750 000, 27 februari 2018,-5,75 000,norrmalm,50 ," 1,5",1
döbelnsgatan 13,3633,,6 250 000, 23 februari 2018,±0,74 405,norrmalm,84 , 3,
kammakargatan 44,1150,,3 250 000, 22 februari 2018,±0,85 526,norrmalm,38 , 1,
wallingatan 9,3254,,5 425 000, 22 februari 2018,3,80 970,norrmalm,67 , 2,
sveavägen 60,2155,,2 650 000, 16 februari 2018,-2,69 737,norrmalm,38 , 1,2
wallingatan 9,2508,,5 500 000, 15 februari 2018,10,93 220,norrmalm,59 , 2,4
drottninghusgränd 5,1996,,3 500 000, 11 februari 2018,±0,85 366,norrmalm,41 , 2,
vattugatan 15,4917,,7 300 000, 9 februari 2018,±0,76 842,norrmalm,95 , 3,6
kammakargatan 44,1029,,2 975 000, 9 februari 2018,1,87 500,norrmalm,34 , 1,
malmskillnadsgatan 60a,3140,,5 300 000, 9 februari 2018,7,98 148,norrmalm,54 , 2,
adolf fredriks kyrkogata 5,1855,,6 320 000, 8 februari 2018,1,84 267,norrmalm,75 ," 2,5",
drottninggatan 102,2438,,4 930 000, 8 februari 2018,10,94 808,norrmalm,52 , 2,2
kammakargatan 19,1682,,3 750 000, 6 februari 2018,27,104 167,norrmalm,36 , 2,
david bagares gata 26c,1198,,4 500 000, 6 februari 2018,5,140 625,norrmalm,32 + 6 , 2,
klara västra kyrkogata 17,3061,,6 500 000, 6 februari 2018,±0,180 556,norrmalm,36 , 1,
johannes plan 5,3416,,6 450 000, 31 januari 2018,8,84 868,norrmalm,76 , 3,
regeringsgatan 86,5119,,11 600 000, 31 januari 2018,5,95 868,norrmalm,121 , 3,2
kammakargatan 21,1952,,2 500 000, 30 januari 2018,±0,104 167,norrmalm,24 , 1,5
david bagares gata 10,1880,,3 400 000, 29 januari 2018,22,100 000,norrmalm,34 , 1,
drottninggatan 81 b,1249,,4 000 000, 29 januari 2018,±0,95 238,norrmalm,42 , 2,2
johannesgatan 7,2790,,5 500 000, 26 januari 2018,4,94 828,norrmalm,58 , 3,
dalagatan 8,2661,,4 335 000, 26 januari 2018,2,85 000,norrmalm,51 , 2,2
kammakargatan 39,2613,,4 100 000, 23 januari 2018,±0,93 182,norrmalm,44 , 2,
luntmakargatan 36,1758,,2 920 000, 21 januari 2018,-3,88 485,norrmalm,33 , 1,3
wallingatan 16 a,2213,,3 000 000, 18 januari 2018,5,88 235,norrmalm,34 , 1,2
kammakargatan 44,1150,,3 040 000, 17 januari 2018,3,80 000,norrmalm,38 , 1,2
sveavägen 35,0,,4 860 000, 16 januari 2018,35,115 714,norrmalm,42 , 1,
regeringsgatan 70 a,3027,,4 650 000, 5 januari 2018,-1,72 656,norrmalm,64 , 2,
drottninggatan 90 b,692,,6 100 000, 30 december 2017,14,87 143,norrmalm,70 , 3,3
dalagatan 6 a,1959,,4 850 000, 13 december 2017,-3,75 781,norrmalm,64 , 3,2
blekholmsterrassen 11,5376,,5 000 000, 4 december 2017,-10,67 114,norrmalm,"74,5 ", 3,
kammakargatan 70,917,,2 800 000, 29 november 2017,8,96 552,norrmalm,29 , 1,2
herkulesgatan 24,4962,,6 700 000, 28 november 2017,4,69 792,norrmalm,96 , 4,6
herkulesgatan 26,3389,,3 795 000, 24 november 2017,-9,69 000,norrmalm,55 , 2,
döbelnsgatan 1,5639,,10 300 000, 24 november 2017,-2,78 030,norrmalm,132 ," 4,5",
tegnérgatan 55b,2072,,2 650 000, 23 november 2017,-5,84 127,norrmalm,"31,5 ", 1,5
torsgatan 5,3717,,5 650 000, 22 november 2017,-2,66 864,norrmalm,"84,5 ", 3,1
johannes plan 5,3415,,6 840 000, 21 november 2017,14,90 000,norrmalm,76 ," 2,5",
johannesgatan 10,1867,,3 600 000, 16 november 2017,4,97 297,norrmalm,37 ," 1,5",
regeringsgatan 70 f,3190,,5 325 000, 16 november 2017,-1,73 958,norrmalm,72 ," 2,5",
kammakargatan 70,1043,,3 350 000, 14 november 2017,20,101 515,norrmalm,33 , 1,3
luntmakargatan 36,2424,,4 500 000, 13 november 2017,14,91 837,norrmalm,49 , 2,4
tegnérgatan 19,2282,,4 750 000, 10 november 2017,-2,93 137,norrmalm,51 , 2,2
adolf fredriks kyrkogata 3,2871,,6 500 000, 7 november 2017,12,122 642,norrmalm,53 , 2,5
regeringsgatan 70 a,3068,,4 990 000, 2 november 2017,1,76 769,norrmalm,65 , 2,5
johannesgatan 10,1262,,2 825 000, 27 oktober 2017,±0,113 000,norrmalm,25 , 1,1
luntmakargatan 10,3728,,6 500 000, 26 oktober 2017,8,92 857,norrmalm,70 , 2,
olof palmes gata 12,2796,,4 725 000, 24 oktober 2017,8,85 909,norrmalm,55 , 2,
kammakargatan 64 b,3605,,5 875 000, 24 oktober 2017,-2,83 929,norrmalm,70 , 3,3
blekholmsterrassen 9,4694,,5 200 000, 20 oktober 2017,7,85 246,norrmalm,61 , 2,
tegnérgatan 11,2474,,6 500 000, 17 oktober 2017,21,114 035,norrmalm,57 , 2,
kammakargatan 14,1589,,3 300 000, 17 oktober 2017,-5,80 488,norrmalm,41 , 1,4
lilla bantorget 25,4678,,9 000 000, 17 oktober 2017,-5,81 081,norrmalm,111 , 5,1
upplandsgatan 11,1532,,3 620 000, 11 oktober 2017,30,116 774,norrmalm,31 , 1,3
tegnérgatan 49a,1006,,3 000 000, 11 oktober 2017,20,107 143,norrmalm,28 , 1,
herkulesgatan 26,5635,,8 650 000, 7 oktober 2017,2,77 232,norrmalm,112 , 5,6
luntmakargatan 36,3265,,5 810 000, 5 oktober 2017,8,88 030,norrmalm,66 , 3,
johannes plan 5,2581,,4 800 000, 5 oktober 2017,7,87 273,norrmalm,55 , 2,
torsgatan 9,3769,,6 350 000, 5 oktober 2017,±0,73 837,norrmalm,86 , 3,3
david bagares gata 7,3068,,4 800 000, 3 oktober 2017,1,73 846,norrmalm,65 , 2,2
döbelnsgatan 4,2508,,4 395 000, 28 september 2017,±0,86 176,norrmalm,51 , 2,4
malmskillnadsgatan 60 b,3878,,6 925 000, 21 september 2017,16,94 863,norrmalm,73 , 2,4
kungsgatan 51,403,,3 125 000, 21 september 2017,45,156 250,norrmalm,20 , 1,
vattugatan 15,5757,,8 650 000, 21 september 2017,1,75 217,norrmalm,115 , 5,8
tegnérgatan 17,333,,5 700 000, 20 september 2017,14,107 547,norrmalm,53 , 2,
regeringsgatan 87,2330,,8 100 000, 20 september 2017,18,110 959,norrmalm,73 , 3,3
malmskillnadsgatan 60,6277,,9 600 000, 19 september 2017,-4,79 339,norrmalm,121 , 4,
wallingatan 31,3213,,6 550 000, 15 september 2017,1,75 287,norrmalm,87 ," 2,5",1
kammakargatan 41,5602,,14 100 000, 13 september 2017,1,98 601,norrmalm,143 , 5,3
kammakargatan 38,4463,,11 030 000, 13 september 2017,11,95 086,norrmalm,116 , 4,
dalagatan 6b,1990,,6 300 000, 8 september 2017,15,100 000,norrmalm,63 , 3,
tegnérgatan 17,508,,7 000 000, 8 september 2017,17,104 478,norrmalm,67 , 2,2
tegnérgatan 51,1555,,8 830 000, 7 september 2017,±0,88 300,norrmalm,100 , 3,1
drottninggatan 73a,1517,,8 800 000, 6 september 2017,7,95 652,norrmalm,92 ," 3,5",2
johannesgatan 3,3660,,6 800 000, 29 augusti 2017,5,88 312,norrmalm,77 , 3,
wallingatan 16,2830,,4 250 000, 23 augusti 2017,13,90 426,norrmalm,47 , 1,1
kammakargatan 70,1169,,3 650 000, 21 augusti 2017,12,98 649,norrmalm,37 , 2,4
tegnérgatan 55 b,4104,,7 600 000, 17 augusti 2017,11,110 145,norrmalm,69 , 3,
snickarbacken 5,1020,,3 100 000, 16 augusti 2017,38,163 158,norrmalm,19 , 1,
kammakargatan 41,1298,,4 180 000, 16 augusti 2017,5,74 643,norrmalm,56 , 2,
torsgatan 9,3769,,6 700 000, 16 augusti 2017,12,77 907,norrmalm,86 , 3,2
johannesgatan 10,2019,,4 200 000, 9 augusti 2017,24,105 000,norrmalm,40 , 2,
tunnelgatan 1a,1987,,4 550 000, 8 augusti 2017,14,101 111,norrmalm,45 , 1,
regeringsgatan 70a,3436,,6 800 000, 7 augusti 2017,13,91 892,norrmalm,74 , 3,
drottninghusgränd 7,1168,,3 205 000, 2 augusti 2017,34,123 269,norrmalm,26 , 1,
tegnérgatan 55 a,3308,,5 950 000, 2 augusti 2017,21,108 182,norrmalm,55 , 2,
kammakargatan 18,2059,,2 765 000, 31 juli 2017,42,120 217,norrmalm,23 , 1,
tegnérgatan 49,2012,,6 175 000, 27 juli 2017,12,99 597,norrmalm,62 , 2,2
olof palmes gata 12,1444,,3 100 000, 23 juli 2017,±0,103 333,norrmalm,30 , 1,2
blekholmsterrassen 9,2249,,3 000 000, 20 juli 2017,30,111 111,norrmalm,27 ," 1,5",
torsgatan 9,3879,,6 875 000, 17 juli 2017,10,77 247,norrmalm,89 , 3,6
regeringsgatan 70f,3640,,7 225 000, 13 juli 2017,11,91 456,norrmalm,79 , 3,
drottninghusgränd 5,1850,,3 840 000, 13 juli 2017,18,101 053,norrmalm,38 , 2,1
kammakargatan 43,4265,,9 100 000, 10 juli 2017,14,101 111,norrmalm,90 , 3,2
regeringsgatan 70 a,5317,,9 600 000, 27 juni 2017,7,78 689,norrmalm,122 , 5,4
wallingatan 13,5136,,11 800 000, 18 juni 2017,-2,89 394,norrmalm,132 , 4,2
drottninggatan 73a,1567,,8 950 000, 16 juni 2017,12,97 283,norrmalm,92 , 3,4
kammakargatan 64,2195,,3 225 000, 16 juni 2017,13,107 500,norrmalm,30 , 1,1
tegnérgatan 55b,2072,,3 300 000, 15 juni 2017,22,104 762,norrmalm,"31,5 ", 1,3
drottninghusgränd 5,1899,,3 900 000, 15 juni 2017,12,92 857,norrmalm,42 , 2,
olof palmes gata 12,1877,,3 525 000, 14 juni 2017,1,90 385,norrmalm,39 , 2,
sveavägen 35,0,,11 400 000, 14 juni 2017,2,79 720,norrmalm,143 , 4,5
tegnérgatan 55a,2628,,4 475 000, 13 juni 2017,19,101 705,norrmalm,44 , 2,4
holländargatan 9a,3928,,6 100 000, 13 juni 2017,2,87 143,norrmalm,70 ," 2,5",6
olof palmes gata 16,2996,,6 600 000, 12 juni 2017,11,100 000,norrmalm,66 + 18 , 3,5
dalagatan 6a,979,,3 425 000, 10 juni 2017,±0,110 484,norrmalm,31 , 1,
klara tvärgränd 3,4281,,6 450 000, 9 juni 2017,3,80 625,norrmalm,80 , 3,7
regeringsgatan 87,2262,,6 350 000, 8 juni 2017,±0,86 986,norrmalm,73 , 2,4
kammakargatan 41 a,2338,,6 700 000, 8 juni 2017,±0,119 643,norrmalm,56 + 21 ," 2,5",3
regeringsgatan 70 e ,4254,,8 300 000, 27 maj 2017,6,88 298,norrmalm,94 , 5,3
klara tvärgränd 5,4307,,6 000 000, 24 maj 2017,1,74 534,norrmalm,"80,5 ", 3,5
johannesgatan 5,3717,,7 050 000, 24 maj 2017,8,84 940,norrmalm,83 , 3,3
kammakargatan 41,1588,,3 900 000, 16 maj 2017,±0,102 632,norrmalm,38 ," 1,5",
sveavägen 35,0,,4 500 000, 14 maj 2017,15,107 143,norrmalm,42 , 2,
torsgatan 7,3626,,6 495 000, 13 maj 2017,±0,79 207,norrmalm,82 , 3,3
tegnérgatan 47b,3981,,11 490 000, 10 maj 2017,21,112 647,norrmalm,102 ," 4,5",4
drottninggatan 81b,1542,,5 725 000, 8 maj 2017,35,114 500,norrmalm,50 , 2,
jutas backe 5,3289,,6 400 000, 8 maj 2017,11,106 667,norrmalm,60 ," 2,5",
döbelnsgatan 13,1867,,5 450 000, 5 maj 2017,±0,99 091,norrmalm,55 , 2,
david bagares gata 26a,3668,,11 250 000, 5 maj 2017,15,114 796,norrmalm,98 + 15 , 3,
sveavägen 35,0,,11 800 000, 4 maj 2017,7,88 722,norrmalm,133 , 4,6
david bagares gata 20b,1317,,3 270 000, 3 maj 2017,31,112 759,norrmalm,29 , 1,
herkulesgatan 24,3671,,5 650 000, 29 april 2017,±0,86 260,norrmalm,"65,5 ", 3,7
torsgatan 7,4224,,7 500 000, 29 april 2017,7,76 142,norrmalm,"98,5 ", 4,2
tegnérgatan 55 a,3211,,4 450 000, 28 april 2017,-1,80 909,norrmalm,55 , 2,1
tegnérgatan 55a,2284,,4 000 000, 27 april 2017,27,112 676,norrmalm,"35,5 ", 2,2
holländargatan 9a,2076,,3 400 000, 27 april 2017,3,91 892,norrmalm,37 , 2,
tegnérgatan 17,508,,6 750 000, 27 april 2017,15,100 746,norrmalm,67 , 3,3
tegnérgatan 11,4594,,10 300 000, 26 april 2017,11,99 038,norrmalm,104 , 3,4
tegnérgatan 55d,3149,,5 400 000, 26 april 2017,23,105 882,norrmalm,51 , 2,
regeringsgatan 70 d,3231,,6 100 000, 23 april 2017,12,88 406,norrmalm,69 , 3,2
dalagatan 6,979,,3 010 000, 19 april 2017,23,97 097,norrmalm,31 , 1,
vattugatan 13,5295,,7 500 000, 17 april 2017,±0,72 115,norrmalm,104 , 4,8
regeringsgatan 89,2005,,5 605 000, 13 april 2017,12,107 788,norrmalm,52 + 21 , 2,
malmskillnadsgatan 60a,3158,,5 600 000, 12 april 2017,12,93 333,norrmalm,60 ," 2,5",3
drottninghusgränd 2,1193,,3 150 000, 11 april 2017,26,121 154,norrmalm,26 , 1,2
david bagares gata 14,1524,,6 000 000, 5 april 2017,10,95 238,norrmalm,63 , 2,
kammakargatan 19,2935,,3 700 000, 5 april 2017,24,97 368,norrmalm,38 , 2,2
torsgatan 9,3879,,6 500 000, 3 april 2017,±0,73 034,norrmalm,89 , 3,2
regeringsgatan 70 b,3272,,5 725 000, 3 april 2017,9,81 786,norrmalm,70 , 2,1
holländargatan 9a,1795,,3 800 000, 30 mars 2017,27,118 750,norrmalm,32 , 2,3
klara östra kyrkogata 2 c,4106,,7 800 000, 30 mars 2017,1,72 222,norrmalm,108 , 4,4
drottninggatan 73a,611,,3 280 000, 21 mars 2017,19,113 103,norrmalm,29 , 1,
regeringsgatan 70 e,3640,,6 625 000, 17 mars 2017,3,83 861,norrmalm,79 , 3,5
wallingatan 31,5514,,12 200 000, 16 mars 2017,16,96 063,norrmalm,127 + 5 ," 4,5",2
kammakargatan 44,3579,,9 020 000, 9 mars 2017,1,81 261,norrmalm,111 , 4,
tunnelgatan 1 a,1988,,4 515 000, 8 mars 2017,14,105 000,norrmalm,43 , 2,2
wallingatan 16,2830,,4 500 000, 3 mars 2017,17,95 745,norrmalm,47 , 1,2
klara östra kyrkogata 2b,3373,,7 000 000, 3 mars 2017,±0,82 353,norrmalm,85 , 3,
david bagares gata 12b,942,,2 800 000, 1 mars 2017,40,155 556,norrmalm,18 , 1,
luntmakargatan 10,1834,,2 900 000, 1 mars 2017,29,116 000,norrmalm,25 , 1,2
tegnérgatan 55 a,3308,,5 520 000, 28 februari 2017,23,100 364,norrmalm,55 , 2,
sveavägen 39,2136,,7 000 000, 24 februari 2017,8,80 460,norrmalm,87 , 3,2
sveavägen 35,0,,4 700 000, 23 februari 2017,21,111 905,norrmalm,42 , 2,
regeringsgatan 76,2590,,10 550 000, 20 februari 2017,18,94 196,norrmalm,112 , 3,3
adolf fredriks kyrkogata 3,4983,,8 350 000, 19 februari 2017,-2,90 761,norrmalm,92 , 3,2
blekholmsterrassen 5,5191,,5 600 000, 17 februari 2017,18,82 353,norrmalm,68 , 3,6
johannes plan 3,5165,,11 500 000, 10 februari 2017,12,100 000,norrmalm,115 , 4,3
regeringsgatan 70 f,3109,,5 810 000, 10 februari 2017,6,88 030,norrmalm,66 , 3,
olof palmes gata 16,3215,,6 300 000, 9 februari 2017,8,82 895,norrmalm,76 , 3,3
kammakargatan 21,3489,,5 625 000, 8 februari 2017,17,93 750,norrmalm,60 , 3,1
upplandsgatan 11,1602,,4 125 000, 8 februari 2017,35,133 065,norrmalm,31 , 2,
tegnérgatan 55d,2725,,4 700 000, 1 februari 2017,25,111 905,norrmalm,42 , 2,4
david bagares gata 26c,1384,,5 425 000, 1 februari 2017,26,146 622,norrmalm,37 + 8 , 2,
holländargatan 9a,2076,,3 800 000, 28 januari 2017,12,102 703,norrmalm,37 , 2,
johannesgatan 8,3140,,6 010 000, 26 januari 2017,9,91 756,norrmalm,"65,5 ", 3,1
kammakargatan 43,1550,,3 360 000, 25 januari 2017,29,120 000,norrmalm,28 , 1,3
kammakargatan 18,2554,,3 250 000, 25 januari 2017,27,108 333,norrmalm,30 , 1,3
tegnérgatan 55,2805,,4 100 000, 24 januari 2017,8,94 253,norrmalm,"43,5 "," 1,5",
herkulesgatan 26,3883,,6 510 000, 24 januari 2017,15,92 340,norrmalm,"70,5 ", 3,10
tegnérgatan 55d,2125,,3 350 000, 11 januari 2017,24,103 077,norrmalm,"32,5 ", 1,
luntmakargatan 36,3464,,8 700 000, 11 januari 2017,9,120 833,norrmalm,72 + 7 , 3,6
döbelnsgatan 4,3737,,6 150 000, 10 januari 2017,13,80 921,norrmalm,76 , 3,5
olof palmes gata 12,1877,,4 100 000, 16 december 2016,17,105 128,norrmalm,39 , 2,
tegnérgatan 49a,1006,,3 320 000, 14 december 2016,33,107 097,norrmalm,31 , 1,2
döbelnsgatan 1,2502,,4 525 000, 13 december 2016,1,85 377,norrmalm,53 , 2,
luntmakargatan 36,3662,,8 675 000, 2 december 2016,9,117 230,norrmalm,74 + 8 , 3,6
klara norra kyrkogata 17,6713,,6 800 000, 2 december 2016,5,63 551,norrmalm,107 , 4,1
