,adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor,Latitude,Longitude,NearbyPOIs
8226,släggbacken 6,3838,3.0,3700000, 1 oktober 2021,±0,52857,solna,70,3,,59.35100534868998,17.990798950195312,2.0
8227,mittfältsgatan 3,3996,3.0,4150000, 1 oktober 2021,±0,68033,solna,61,2,6.0,59.36290449106232,17.996292114257812,32.0
8228,huvudstagatan 29,1137,2.0,2025000, 1 oktober 2021,35,101250,solna,20,1,,59.35100534868998,17.996978759765625,6.0
8229,jungfrudansen 52,1617,3.0,2225000, 30 september 2021,1,61806,solna,36,1,,59.34960517532895,17.980499267578125,1.0
8230,garvis carlssons gata 6,1855,3.0,5050000, 30 september 2021,±0,82787,solna,61,2,,59.36220465697896,17.997665405273438,45.0
8231,garvis carlssons gata 6,2037,3.0,5350000, 30 september 2021,±0,79851,solna,67,2,,59.36220465697896,17.997665405273438,45.0
8232,garvis carlssons gata 8,2463,3.0,6600000, 30 september 2021,±0,81481,solna,81,3,,59.36185473452511,17.996978759765625,40.0
8233,fridensborgsvägen 121,3048,3.0,3240000, 30 september 2021,12,62308,solna,52,2,,59.38214427335229,17.984619140625,0.0
8234,gustav iii:s boulevard 139,6701,3.0,6875000, 30 september 2021,9,55894,solna,123,4,,59.37479946248982,18.011398315429688,5.0
8235,näckrosvägen 5,4922,3.0,7710000, 30 september 2021,19,88621,solna,87,4,,59.36920234838064,17.985992431640625,13.0
8236,järva skjutbaneväg 33,2800,3.0,3000000, 30 september 2021,11,66667,solna,45,2,,59.38249398657442,17.985305786132812,0.0
8237,signe tillischgatan 12,2636,3.0,3650000, 30 september 2021,11,57937,solna,63,2,,59.372350838701664,18.013458251953125,14.0
8238,evenemangsgatan 14,2605,3.0,3650000, 30 september 2021,8,64035,solna,57,2,,59.370601713487645,18.000411987304688,42.0
8239,solnavägen 98b,5317,3.0,6000000, 29 september 2021,2,64516,solna,93,4,,59.3625545758247,17.99835205078125,45.0
8240,framnäsbacken 8,5940,3.0,4500000, 29 september 2021,5,41284,solna,109,4,,59.35660546472485,17.986679077148438,3.0
8241,järvstigen 12,3463,1.0,4350000, 29 september 2021,10,62143,solna,70,3,1.0,59.38284369618981,18.033370971679688,7.0
8242,lövgatan 55,3071,2.0,3300000, 29 september 2021,10,60000,solna,55,2,,59.36430411593223,17.9791259765625,21.0
8243,dammtorps allé 19,4409,3.0,4350000, 29 september 2021,9,51786,solna,84,4,,59.38319340219852,17.979812622070312,0.0
8244,hagalundsgatan 24,2650,2.0,2200000, 29 september 2021,23,44000,solna,50,1,,59.36150480846307,18.011398315429688,8.0
8245,rosenborgsgatan 13,4283,3.0,5010000, 29 september 2021,8,60361,solna,83,3,3.0,59.37619859672273,18.012771606445312,6.0
8246,hannebergsgatan 30,4536,3.0,5100000, 29 september 2021,13,57955,solna,88,3,,59.35765538363563,17.999038696289062,31.0
8247,huvudstagatan 3a,4736,3.0,6020000, 29 september 2021,10,66889,solna,90,3,6.0,59.35800534938895,17.997665405273438,31.0
8248,råsundavägen 134,2068,3.0,2210000, 29 september 2021,23,92083,solna,24,1,6.0,59.367103192490205,17.986679077148438,9.0
8249,arvid tydéns allé 2,2058,3.0,3000000, 29 september 2021,20,78947,solna,38,2,,59.35240546430856,18.004531860351562,5.0
8250,näckrosvägen 7,1771,3.0,2610000, 29 september 2021,16,87000,solna,30,1,,59.36920234838064,17.985305786132812,14.0
8251,näckrosvägen 20,3096,3.0,3620000, 29 september 2021,17,65818,solna,55,2,2.0,59.369552195068806,17.985305786132812,13.0
8252,hannebergsgatan 28,2618,3.0,2450000, 29 september 2021,±0,72059,solna,34,1,3.0,59.35765538363563,17.999038696289062,31.0
8253,uppfartsvägen 11,2297,1.0,3550000, 29 september 2021,15,68269,solna,52,2,,59.367453060824616,17.988739013671875,7.0
8254,trubadurvägen 1,2546,2.0,3500000, 29 september 2021,21,74468,solna,47,2,,59.35205544081719,18.005905151367188,5.0
8255,gustafsvägen 14b,3238,1.0,4160000, 29 september 2021,10,55467,solna,75,3,,59.36430411593223,18.003158569335938,15.0
8256,näckrosvägen 41,3597,3.0,3450000, 29 september 2021,15,55645,solna,62,2,,59.367453060824616,17.984619140625,14.0
8257,garvis carlssons gata 28,2313,3.0,2800000, 29 september 2021,17,75676,solna,37,1,,59.36150480846307,17.996292114257812,34.0
8258,bangatan 3f,796,4.0,1425000, 29 september 2021,±0,95000,solna,15,1,,59.35450552947265,17.999725341796875,14.0
8259,bygatan 3,2424,3.0,2570000, 29 september 2021,12,53542,solna,48,1,,59.35205544081719,17.983245849609375,4.0
8260,johan enbergs väg 3,3169,3.0,3400000, 28 september 2021,14,50746,solna,67,2,,59.34715473299961,18.004531860351562,8.0
8261,klövervägen 5,1719,,2200000, 28 september 2021,47,91667,solna,24,1,3.0,59.36430411593223,18.007965087890625,16.0
8262,evenemangsgatan 34,2723,3.0,3070000, 28 september 2021,14,71395,solna,43,2,5.0,59.372350838701664,17.997665405273438,18.0
8263,evenemangsgatan 34,4243,3.0,4010000, 28 september 2021,12,59851,solna,67,3,5.0,59.372350838701664,17.997665405273438,18.0
8264,mittfältsgatan 9,4223,3.0,4160000, 28 september 2021,1,63030,solna,66,2,2.0,59.36325440269186,17.99560546875,25.0
8265,solnavägen 39,5697,2.0,6700000, 28 september 2021,2,72043,solna,93,4,3.0,59.36290449106232,17.997665405273438,43.0
8266,solgatan 22,3086,3.0,3850000, 28 september 2021,17,66379,solna,58,2,5.0,59.36010506813295,18.00933837890625,7.0
8267,råsundavägen 72,4157,3.0,5710000, 28 september 2021,4,66395,solna,86,4,,59.36640344499794,18.00384521484375,41.0
8268,rosenborgsgatan 13,3117,3.0,3850000, 28 september 2021,29,74038,solna,52,2,6.0,59.37619859672273,18.012771606445312,6.0
8269,evenemangsgatan 34,3610,3.0,3595000, 28 september 2021,±0,63070,solna,57,2,,59.372350838701664,17.997665405273438,18.0
8270,evenemangsgatan 30,3272,3.0,3750000, 27 september 2021,21,69444,solna,54,2,19.0,59.372001020873824,17.99835205078125,28.0
8271,huvudstagatan 30 ,4136,3.0,4030000, 27 september 2021,19,62000,solna,65,3,2.0,59.35100534868998,17.996292114257812,5.0
8272,järvstigen 2,5318,1.0,6830000, 27 september 2021,14,60442,solna,113,5,,59.38284369618981,18.033370971679688,7.0
8273,evenemangsgatan 34,2787,3.0,3225000, 27 september 2021,11,73295,solna,44,2,12.0,59.372350838701664,17.997665405273438,18.0
8274,uppfartsvägen 5,2447,2.0,2960000, 25 september 2021,19,87059,solna,34,1,,59.36640344499794,17.988052368164062,6.0
8275,östervägen 40,3708,3.0,4000000, 25 september 2021,14,67797,solna,59,2,,59.36850264418136,17.994232177734375,19.0
8276,huvudstalundsvägen 6,3995,3.0,3950000, 25 september 2021,11,58955,solna,67,3,,59.35415552763376,18.006591796875,4.0
8277,bygatan 7,5327,,5700000, 25 september 2021,6,50893,solna,112,4,,59.351705413716985,17.982559204101562,4.0
8278,bangatan 3c,3505,1.0,3200000, 24 september 2021,14,48485,solna,66,3,,59.35450552947265,17.999725341796875,14.0
8279,råsundavägen 51,2252,,2950000, 24 september 2021,6,57843,solna,51,2,,59.36500390671915,18.006591796875,23.0
8280,gustav iii:s boulevard 109,5260,3.0,6150000, 24 september 2021,13,63402,solna,97,4,3.0,59.37514925145888,18.013458251953125,10.0
8281,anders lundströms gata 20,2502,3.0,2935000, 24 september 2021,13,65222,solna,45,1,4.0,59.37165119943851,18.012771606445312,16.0
8282,fridensborgsvägen 16 högst upp,3905,3.0,4500000, 24 september 2021,10,60000,solna,75,3,,59.38179455652339,17.994918823242188,3.0
8283,solnavägen 41,5833,3.0,6600000, 24 september 2021,2,68750,solna,96,4,4.0,59.36290449106232,17.997665405273438,43.0
8284,hagavägen 16,3529,2.0,3000000, 24 september 2021,-3,55556,solna,54,2,,59.36220465697896,18.01963806152344,12.0
8285,ängkärrsgatan 3,4150,3.0,4700000, 23 september 2021,±0,58750,solna,80,3,,59.35275548419112,17.99835205078125,7.0
8286,hagalundsgatan 18,3551,3.0,2830000, 23 september 2021,23,42239,solna,67,3,9.0,59.36150480846307,18.011398315429688,8.0
8287,blomgatan 14,1936,3.0,2980000, 23 september 2021,11,69302,solna,43,2,,59.35940517631832,18.007965087890625,4.0
8288,gränsgatan 22,2233,3.0,3225000, 23 september 2021,11,78659,solna,41,2,,59.3639542151268,17.977752685546875,20.0
8289,charlottenburgsvägen 30,3214,4.0,4575000, 23 september 2021,17,66304,solna,69,3,,59.36465401312968,18.0010986328125,15.0
8290,gustafsvägen 3,2416,1.0,3150000, 23 september 2021,17,68478,solna,46,2,,59.36500390671915,18.005905151367188,21.0
8291,gustafsvägen 6,2630,,2860000, 23 september 2021,25,71500,solna,40,2,,59.36500390671915,18.004531860351562,23.0
8292,centralvägen 3,2873,3.0,3200000, 23 september 2021,7,53333,solna,60,2,2.0,59.52139372521406,17.902908325195312,6.0
8293,brotorpsvägen 2,2946,3.0,3170000, 23 september 2021,13,59811,solna,53,2,,59.38249398657442,17.979812622070312,0.0
8294,polhemsgatan 2,2486,1.0,2750000, 22 september 2021,±0,48246,solna,57,2,,59.32789510326101,18.035430908203125,29.0
8295,signe tillischgatan 18,3124,3.0,5310000, 22 september 2021,±0,68077,solna,78,3,5.0,59.372350838701664,18.0120849609375,11.0
8296,uppfartsvägen 7,3309,3.0,5275000, 22 september 2021,12,75357,solna,70,3,5.0,59.36675332054797,17.988052368164062,6.0
8297,evenemangsgatan 34,2787,3.0,3170000, 22 september 2021,13,72045,solna,44,2,11.0,59.372350838701664,17.997665405273438,18.0
8298,lövgatan 68,2210,3.0,3930000, 22 september 2021,12,65500,solna,60,2,4.0,59.36430411593223,17.979812622070312,17.0
8299,fridensborgsvägen 37,2910,3.0,2925000, 22 september 2021,13,65000,solna,45,2,2.0,59.38179455652339,17.99285888671875,3.0
8300,gustav iii:s boulevard 69,2789,3.0,3400000, 22 september 2021,22,62963,solna,54,2,3.0,59.37305046353505,18.01551818847656,13.0
8301,olof af acrels väg 3,1757,2.0,2240000, 22 september 2021,18,97391,solna,23,1,1.0,59.350655310763145,18.02719116210937,12.0
8302,östervägen 14 a,2850,3.0,3650000, 22 september 2021,31,73000,solna,50,2,2.0,59.36360431071334,18.001785278320312,29.0
8303,parkvägen 15,2710,3.0,3720000, 22 september 2021,13,70189,solna,53,2,,,,
8304,armégatan 11b,2925,3.0,3330000, 22 september 2021,11,61667,solna,54,2,1.0,59.351705413716985,18.004531860351562,6.0
8305,hagalundsgatan 14,4505,3.0,3850000, 21 september 2021,29,45294,solna,85,3,4.0,59.36150480846307,18.00933837890625,8.0
