adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
alströmergatan 32d,1270,,2500000, 21 juli 2021,11,108696,kungsholmen,23,1,
kungsbro strand 19,2844,,4000000, 21 juli 2021,14,100000,kungsholmen,40,2,
kristinebergsvägen 8,3312,3.0,5300000, 19 juli 2021,2,69737,kungsholmen,76,2,
hantverkargatan 79a,2033,2.0,7900000, 18 juli 2021,13,103947,kungsholmen,76,2,
hornsbergs strand 15e,1750,3.0,3500000, 16 juli 2021,13,100000,kungsholmen,35,2,
sankt eriksgatan 17,1223,,4400000, 16 juli 2021,7,95652,kungsholmen,46,1,
kungsholms strand 181,2695,2.0,4350000, 15 juli 2021,6,88776,kungsholmen,49,2,
arbetargatan 28e,1716,3.0,4200000, 15 juli 2021,15,91304,kungsholmen,46,2,
palmbladsvägen 2,3367,3.0,5475000, 15 juli 2021,6,92797,kungsholmen,59,2,
sankt eriksgatan 15,1010,2.0,3650000, 14 juli 2021,12,104286,kungsholmen,35,1,
hantverkargatan 28a,2195,1.0,6090000, 14 juli 2021,22,119412,kungsholmen,51,2,2
frödingsvägen 3,2193,,3675000, 14 juli 2021,,96711,kungsholmen,38,2,
inedalsgatan 15,1398,2.0,2910000, 14 juli 2021,17,145500,kungsholmen,20,1,
karlsviksgatan 18,1264,2.0,5310000, 14 juli 2021,18,100189,kungsholmen,53,2,
sankt göransgatan 72,812,3.0,4200000, 14 juli 2021,20,110526,kungsholmen,38,2,2
sankt eriksgatan 4,1488,2.0,2475000, 13 juli 2021,8,107609,kungsholmen,23,1,
kungsklippan 11,2707,2.0,3250000, 13 juli 2021,9,104839,kungsholmen,31,2,4
igeldammsgatan 34,1943,2.0,3600000, 13 juli 2021,20,97297,kungsholmen,37,1,4
frödingsvägen 3,2193,1.0,3500000, 12 juli 2021,10,92105,kungsholmen,38,2,
kronobergsgatan 16,1995,2.0,4095000, 10 juli 2021,17,97500,kungsholmen,42,2,4
baltzar von platens gata 1,1465,2.0,3080000, 9 juli 2021,1,102667,kungsholmen,30,1,
lindhagensterrassen 19,1842,3.0,3610000, 9 juli 2021,13,92564,kungsholmen,39,1,9
karlsviksgatan 14,880,,3450000, 9 juli 2021,15,115000,kungsholmen,30,2,
levertinsgatan 5,5046,2.0,5495000, 9 juli 2021,±0,68688,kungsholmen,80,3,1
adlerbethsgatan 15,2424,,3650000, 8 juli 2021,±0,81111,kungsholmen,45,2,
pilgatan 19b,3119,2.0,5900000, 8 juli 2021,7,96721,kungsholmen,61,2,3
inedalsgatan 7,2014,2.0,10250000, 8 juli 2021,14,102500,kungsholmen,100,4,
igeldammsgatan 22a,5028,2.0,9400000, 8 juli 2021,±0,98947,kungsholmen,95,3,
sysslomansgatan 11,2905,3.0,4600000, 8 juli 2021,10,97872,kungsholmen,47,2,2
pontonjärgatan 4,2150,2.0,3000000, 7 juli 2021,±0,100000,kungsholmen,30,1,2
palmbladsvägen 2,2828,2.0,3700000, 7 juli 2021,±0,77083,kungsholmen,48,2,
kungsklippan 11,2617,2.0,3170000, 7 juli 2021,20,105667,kungsholmen,30,2,1
fleminggatan 40e,3099,3.0,6225000, 7 juli 2021,7,94318,kungsholmen,66,3,6
hantverkargatan 86,6052,3.0,15100000, 7 juli 2021,4,101342,kungsholmen,149,5,4
arbetargatan 33 f,2373,3.0,4100000, 7 juli 2021,12,82000,kungsholmen,50,1,
fleminggatan 109,1928,2.0,3570000, 6 juli 2021,19,96486,kungsholmen,37,1,3
drottningholmsvägen 11,2017,3.0,9400000, 6 juli 2021,11,110588,kungsholmen,85,4,5
fridhemsgatan 10 a,2350,2.0,3975000, 5 juli 2021,6,94643,kungsholmen,42,2,1
fredhällsgatan 1,2649,2.0,3700000, 5 juli 2021,,82222,kungsholmen,45,2,
pilgatan 19b,3028,3.0,7300000, 3 juli 2021,18,119672,kungsholmen,61,3,4
fleminggatan 62b,3471,2.0,6400000, 3 juli 2021,-2,85333,kungsholmen,75,2,1
norr mälarstrand 52,2458,2.0,3600000, 3 juli 2021,13,109091,kungsholmen,33,1,2
pontonjärgatan 4,2150,2.0,3170000, 2 juli 2021,20,102258,kungsholmen,31,1,4
sankt göransgatan 78,1987,3.0,11300000, 2 juli 2021,±0,109709,kungsholmen,103,3,3
warfvinges väg 7,2937,3.0,4000000, 2 juli 2021,5,75472,kungsholmen,53,2,
karlsviksgatan 7,1999,3.0,4510000, 2 juli 2021,29,121892,kungsholmen,37,2,3
arbetargatan 33c,3655,3.0,7910000, 2 juli 2021,6,102727,kungsholmen,77,3,
drottningholmsvägen 31,2796,3.0,4800000, 30 juni 2021,±0,81356,kungsholmen,59,3,2
ernst ahlgrens väg 4,2217,,3700000, 30 juni 2021,±0,88095,kungsholmen,42,2,3
gyllenborgsgatan 15,3389,,5200000, 30 juni 2021,7,85246,kungsholmen,61,2,
sankt göransgatan 100,3370,3.0,5900000, 30 juni 2021,9,88060,kungsholmen,67,3,
lindhagensgatan 69,1018,,1800000, 30 juni 2021,-5,94737,kungsholmen,19,1,
kungsholms strand 141,2081,3.0,4800000, 30 juni 2021,14,106667,kungsholmen,45,2,2
warfvinges väg 15,2056,3.0,4350000, 28 juni 2021,±0,88776,kungsholmen,49,2,7
levertinsgatan 5,5209,3.0,6000000, 28 juni 2021,13,75000,kungsholmen,80,4,
igeldammsgatan 22d,3251,2.0,4700000, 25 juni 2021,±0,95918,kungsholmen,49,2,
baltzar von platens gata 7c,539,2.0,2580000, 24 juni 2021,12,122857,kungsholmen,21,1,2
bergsgatan 49,1897,3.0,4420000, 24 juni 2021,12,102791,kungsholmen,43,2,5
kungsholms strand 139,1684,2.0,2500000, 24 juni 2021,2,100000,kungsholmen,25,1,
arbetargatan 33d,5317,3.0,10300000, 24 juni 2021,3,91964,kungsholmen,112,4,
gambrinusgatan 2,2786,2.0,4700000, 24 juni 2021,7,88679,kungsholmen,53,2,
industrigatan 5,1345,3.0,4550000, 23 juni 2021,20,105814,kungsholmen,43,2,1
fleminggatan 95 a,1116,1.0,3630000, 23 juni 2021,13,103714,kungsholmen,35,1,3
bergsgatan 26,2916,2.0,4550000, 23 juni 2021,14,98913,kungsholmen,46,2,4
sven rinmans gata 3,2196,2.0,3650000, 23 juni 2021,6,93590,kungsholmen,39,2,
sankt eriksgatan 14a,2275,,6100000, 23 juni 2021,13,112963,kungsholmen,54,2,
fleminggatan 95 a,1116,1.0,3910000, 23 juni 2021,15,111714,kungsholmen,35,1,1
gyllenborgsgatan 13,3389,,5925000, 23 juni 2021,1,91154,kungsholmen,65,3,
pontonjärgatan 16,3427,2.0,6095000, 23 juni 2021,31,110818,kungsholmen,55,3,
kungsklippan 20,2344,3.0,2900000, 23 juni 2021,8,107407,kungsholmen,27,1,
atterbomsvägen 28,2187,2.0,3150000, 23 juni 2021,5,73256,kungsholmen,43,2,2
lustgårdsgatan 3,2880,3.0,3800000, 23 juni 2021,12,77551,kungsholmen,49,2,
kristinebergs strand 35,4391,3.0,9300000, 23 juni 2021,9,112048,kungsholmen,83,3,6
john bergs plan 3,2216,2.0,3250000, 23 juni 2021,9,90278,kungsholmen,36,1,
norra agnegatan 36a,2777,3.0,7600000, 22 juni 2021,29,128814,kungsholmen,59,2,
alströmergatan 32e,1715,,3100000, 22 juni 2021,7,96875,kungsholmen,32,1,1
wivalliusgatan 15,2454,,3510000, 22 juni 2021,11,81628,kungsholmen,43,1,3
pontonjärgatan 21,2900,3.0,10160000, 22 juni 2021,36,130256,kungsholmen,78,3,6
fleminggatan 63,3160,3.0,7325000, 22 juni 2021,14,112692,kungsholmen,65,3,
vitalisvägen 11,2335,,3600000, 22 juni 2021,11,83721,kungsholmen,43,2,
vitalisvägen 13,2025,,3350000, 22 juni 2021,13,88158,kungsholmen,38,2,2
kellgrensgatan 10,3438,3.0,4350000, 22 juni 2021,±0,82075,kungsholmen,53,2,
fyrverkarbacken 32,3339,3.0,9250000, 22 juni 2021,±0,75203,kungsholmen,123,5,
bergsgatan 39,1647,3.0,8625000, 22 juni 2021,22,115000,kungsholmen,75,3,4
lindhagensgatan 69,2648,,4400000, 22 juni 2021,10,81481,kungsholmen,54,2,2
fridhemsgatan 53,5516,3.0,10750000, 22 juni 2021,13,106436,kungsholmen,101,4,2
svarvargatan 7,5134,2.0,8700000, 21 juni 2021,±0,88776,kungsholmen,98,4,
lilla västerbron 20 våning 4 / 10 accepterat pris,3184,3.0,4700000, 21 juni 2021,-1,74603,kungsholmen,63,2,
södra agnegatan 26a,2179,1.0,6650000, 21 juni 2021,21,120909,kungsholmen,55,2,
atterbomsvägen 38,3173,2.0,4615000, 21 juni 2021,16,74435,kungsholmen,62,4,
bergsgatan 20,4473,3.0,12050000, 21 juni 2021,1,108559,kungsholmen,111,4,4
warfvinges väg 15,3232,2.0,6900000, 21 juni 2021,±0,80233,kungsholmen,86,3,7
kronobergsgatan 25 a,6149,3.0,8650000, 21 juni 2021,9,90104,kungsholmen,96,5,4
frödingsvägen 5,2282,,3800000, 20 juni 2021,±0,95000,kungsholmen,40,2,1
norra agnegatan 40,2168,3.0,6200000, 20 juni 2021,3,108772,kungsholmen,57,2,4
kellgrensgatan 16,4118,3.0,6550000, 20 juni 2021,-1,77976,kungsholmen,84,3,5
runiusgatan 1,3231,2.0,5975000, 19 juni 2021,±0,81849,kungsholmen,73,3,2
kungsholms strand 183,2830,3.0,4300000, 19 juni 2021,10,93478,kungsholmen,46,2,3
runiusgatan 1,1982,2.0,3350000, 18 juni 2021,16,74444,kungsholmen,45,2,1
kungsholms strand 183,2831,2.0,4250000, 18 juni 2021,12,92391,kungsholmen,46,2,1
fleminggatan 60b,1969,2.0,3450000, 18 juni 2021,-1,111290,kungsholmen,31,2,
baltzar von platens gata 1,2372,2.0,4825000, 18 juni 2021,±0,89352,kungsholmen,54,2,5
thorildsplan 2,1467,,2875000, 18 juni 2021,15,106481,kungsholmen,27,1,3
karlsviksgatan 1,1546,3.0,2875000, 18 juni 2021,15,119792,kungsholmen,24,1,1
hjärnegatan 6,4564,2.0,7995000, 18 juni 2021,±0,88833,kungsholmen,90,4,5
kungsholms strand 139,2315,2.0,3325000, 18 juni 2021,-1,73889,kungsholmen,45,1,
sara lidmans gata 2,2390,3.0,5850000, 18 juni 2021,1,90000,kungsholmen,65,2,7
stagneliusvägen 23,2507,3.0,3400000, 17 juni 2021,19,97143,kungsholmen,35,2,6
stagneliusvägen 23,2468,3.0,3180000, 17 juni 2021,14,90857,kungsholmen,35,2,3
fridhemsgatan 33,2857,,5200000, 17 juni 2021,16,96296,kungsholmen,54,2,
lagerlöfsgatan 8,1750,3.0,4400000, 17 juni 2021,6,84615,kungsholmen,52,2,2
alströmergatan 49,2101,3.0,3025000, 17 juni 2021,5,97581,kungsholmen,31,1,3
gjutargatan 12,3813,2.0,6600000, 17 juni 2021,10,94286,kungsholmen,70,3,3
arbetargatan 17,3192,3.0,4245000, 17 juni 2021,7,84900,kungsholmen,50,2,3
lars forssells gata 33,1816,3.0,4300000, 17 juni 2021,8,95556,kungsholmen,45,2,6
industrigatan 16,3170,2.0,6300000, 17 juni 2021,-3,101613,kungsholmen,62,3,
sankt göransgatan 146,3564,3.0,4995000, 17 juni 2021,±0,83250,kungsholmen,60,3,5
fleminggatan 101,3916,3.0,9100000, 17 juni 2021,14,104598,kungsholmen,87,3,4
svarvargatan 17,2138,3.0,4450000, 16 juni 2021,11,101136,kungsholmen,44,2,2
fridhemsgatan 39,2970,2.0,5820000, 16 juni 2021,7,93871,kungsholmen,62,2,1
sankt eriksgatan 12,2460,3.0,10650000, 16 juni 2021,-2,91810,kungsholmen,116,4,
fleminggatan 62b,2314,2.0,4200000, 16 juni 2021,8,84000,kungsholmen,50,2,
celsiusgatan 8,2468,3.0,4600000, 16 juni 2021,19,102222,kungsholmen,45,2,4
fridhemsgatan 12a,1835,2.0,4525000, 16 juni 2021,16,96277,kungsholmen,47,2,2
kungsholms strand 171,2017,2.0,3900000, 16 juni 2021,12,95122,kungsholmen,41,2,
fyrverkarbacken 27,2999,3.0,5100000, 16 juni 2021,2,92727,kungsholmen,55,2,7
scheelegatan 4,1899,3.0,11250000, 16 juni 2021,13,135542,kungsholmen,83,3,3
creutzgatan 11,1844,,3400000, 16 juni 2021,17,97143,kungsholmen,35,1,3
bergsgatan 30,2190,2.0,5275000, 16 juni 2021,18,109896,kungsholmen,48,2,2
wennerbergsgatan 6b,2109,3.0,3350000, 16 juni 2021,6,79762,kungsholmen,42,2,5
lidnersgatan 4,3330,,3900000, 16 juni 2021,±0,90698,kungsholmen,43,2,2
arbetargatan 23 a,3989,3.0,7250000, 16 juni 2021,12,87349,kungsholmen,83,3,4
sankt eriksgatan 52,2614,,3550000, 16 juni 2021,±0,101429,kungsholmen,35,2,4
sankt göransgatan 70,939,3.0,4250000, 15 juni 2021,8,101190,kungsholmen,42,2,1
fridhemsgatan 15,1756,3.0,3510000, 15 juni 2021,17,106364,kungsholmen,33,2,4
vitalisvägen 6,1536,,2480000, 15 juni 2021,24,91852,kungsholmen,27,1,1
alströmergatan 7,1895,2.0,3570000, 15 juni 2021,19,99167,kungsholmen,36,1,
sysslomansgatan 22,2030,3.0,3555000, 15 juni 2021,23,107727,kungsholmen,33,2,5
sysslomansgatan 11,2905,3.0,4550000, 15 juni 2021,14,96809,kungsholmen,47,2,4
ångströmsgatan 11 vån 6 / 6,4575,3.0,9400000, 14 juni 2021,15,102174,kungsholmen,92,4,
industrigatan 16,3127,3.0,5400000, 14 juni 2021,-2,87097,kungsholmen,62,2,
fridhemsgatan 7,3806,3.0,8400000, 14 juni 2021,17,112000,kungsholmen,75,2,
hantverkargatan 85,3605,3.0,6300000, 14 juni 2021,15,96923,kungsholmen,65,2,2
lustgårdsgatan 20,2042,2.0,4730000, 14 juni 2021,±0,102826,kungsholmen,46,2,10
palmbladsvägen 2,1698,2.0,2650000, 13 juni 2021,,115217,kungsholmen,23,1,4
bergsgatan 27a,1709,,2700000, 13 juni 2021,8,81818,kungsholmen,33,1,
hantverkargatan 28,1819,,4775000, 13 juni 2021,26,116463,kungsholmen,41,2,
alströmergatan 6,3400,1.0,7100000, 13 juni 2021,2,86585,kungsholmen,82,3,2
alströmergatan 32 k,1895,,3600000, 12 juni 2021,6,92308,kungsholmen,39,1,
scheelegatan 24,5628,3.0,13000000, 12 juni 2021,24,121495,kungsholmen,107,3,
fleminggatan 91,3172,2.0,6000000, 12 juni 2021,9,92308,kungsholmen,65,2,3
ulriksborgsgatan 9,2382,3.0,4000000, 12 juni 2021,14,100000,kungsholmen,40,1,
alströmergatan 49,1509,3.0,2695000, 12 juni 2021,17,128333,kungsholmen,21,1,3
pontonjärgatan 4,3329,2.0,5100000, 11 juni 2021,17,106250,kungsholmen,48,2,4
sankt göransgatan 152,4112,3.0,5600000, 11 juni 2021,12,71795,kungsholmen,78,3,
garvargatan 22,3091,3.0,7780000, 11 juni 2021,4,103733,kungsholmen,75,3,2
kungsholms strand 121,3843,2.0,8000000, 11 juni 2021,7,89888,kungsholmen,89,3,
karlsviksgatan 4,1908,2.0,4050000, 11 juni 2021,16,115714,kungsholmen,35,2,4
fridhemsgatan 29a,2334,2.0,4100000, 11 juni 2021,±0,89130,kungsholmen,46,2,
warfvinges väg 18,4981,3.0,7750000, 11 juni 2021,8,88068,kungsholmen,88,4,12
harry martinsons gata 9,3887,3.0,7750000, 11 juni 2021,11,87079,kungsholmen,89,3,7
fridhemsgatan 3,4499,3.0,8350000, 11 juni 2021,18,104375,kungsholmen,80,3,3
pontonjärgatan 27,697,,2300000, 11 juni 2021,15,127778,kungsholmen,18,1,
lidnersgatan 4,3411,3.0,4000000, 11 juni 2021,8,93023,kungsholmen,43,2,4
wivalliusgatan 21,6123,3.0,13000000, 11 juni 2021,24,111111,kungsholmen,117,4,6
alströmergatan 32 g,2097,3.0,4600000, 11 juni 2021,16,109524,kungsholmen,42,2,
alströmergatan 32b,1906,,3500000, 10 juni 2021,17,92105,kungsholmen,38,2,
hjalmar söderbergs väg 8,5024,3.0,8525000, 10 juni 2021,4,83578,kungsholmen,102,5,
lagerlöfsgatan 4,3971,3.0,8600000, 10 juni 2021,15,97727,kungsholmen,88,3,6
kungsholmsgatan 11,2623,3.0,3610000, 10 juni 2021,21,112813,kungsholmen,32,2,4
vitalisvägen 11,2335,,3750000, 10 juni 2021,14,87209,kungsholmen,43,2,3
industrigatan 14,2281,2.0,3400000, 10 juni 2021,14,100000,kungsholmen,34,1,3
ola hanssonsgatan 6,3182,3.0,4200000, 10 juni 2021,11,84000,kungsholmen,50,2,3
lidnersplan 8,1446,3.0,2400000, 10 juni 2021,±0,109091,kungsholmen,22,1,5
rålambsvägen 8 c,4589,3.0,6000000, 9 juni 2021,6,71429,kungsholmen,84,3,1
kronobergsgatan 23,1103,1.0,4400000, 9 juni 2021,14,122222,kungsholmen,36,1,
palmbladsvägen 2,3418,3.0,5150000, 9 juni 2021,23,87288,kungsholmen,59,3,1
kristinebergs slottsväg 5,4315,3.0,7500000, 9 juni 2021,7,89286,kungsholmen,84,4,
hantverkargatan 56,4469,2.0,8850000, 9 juni 2021,4,98333,kungsholmen,90,3,2
fleminggatan 33a,1150,1.0,3630000, 9 juni 2021,12,117097,kungsholmen,31,2,
södra agnegatan 26,2034,,5400000, 8 juni 2021,9,110204,kungsholmen,49,2,
nordenflychtsvägen 64,1997,3.0,5705000, 8 juni 2021,4,89141,kungsholmen,64,2,8
vitalisvägen 13,2112,,3500000, 8 juni 2021,21,92105,kungsholmen,38,2,
rålambsvägen 50,1890,,2810000, 8 juni 2021,15,85152,kungsholmen,33,1,
norra agnegatan 36a,1553,3.0,4020000, 8 juni 2021,22,121818,kungsholmen,33,2,4
fyrverkarbacken 27,3420,3.0,6000000, 8 juni 2021,5,90909,kungsholmen,66,3,7
sankt göransgatan 82,2500,3.0,4400000, 8 juni 2021,11,102326,kungsholmen,43,2,2
celsiusgatan 7,1717,2.0,3900000, 8 juni 2021,6,82979,kungsholmen,47,2,1
alströmergatan 32g,2224,2.0,3875000, 8 juni 2021,3,92262,kungsholmen,42,2,1
lidnersgatan 5,4105,2.0,6800000, 8 juni 2021,20,83951,kungsholmen,81,3,4
nordenflychtsvägen 64,2287,3.0,7200000, 8 juni 2021,11,96000,kungsholmen,75,3,10
polhemsgatan 5,2763,2.0,7320000, 8 juni 2021,6,106087,kungsholmen,69,3,3
karlsviksgatan 12,2857,3.0,8675000, 8 juni 2021,28,129478,kungsholmen,67,3,
sara lidmans gata 4,2404,3.0,6160000, 8 juni 2021,4,93333,kungsholmen,66,2,8
kungsholmsgatan 36,2590,2.0,3810000, 7 juni 2021,27,100263,kungsholmen,38,1,
svarvargatan 8,2181,2.0,4200000, 7 juni 2021,20,105000,kungsholmen,40,2,
kungsbro strand 25,6010,3.0,10300000, 7 juni 2021,29,130380,kungsholmen,79,3,
lilla västerbron 4,2836,3.0,5100000, 7 juni 2021,4,78462,kungsholmen,65,2,
vitalisvägen 4,2335,,3650000, 6 juni 2021,11,84884,kungsholmen,43,2,
sysslomansgatan 24,4561,3.0,8300000, 4 juni 2021,19,93258,kungsholmen,89,3,
norr mälarstrand 94,4156,3.0,7800000, 4 juni 2021,12,97500,kungsholmen,80,2,
rålambsvägen 27,881,2.0,2200000, 4 juni 2021,-4,104762,kungsholmen,21,1,
fleminggatan 40a,1860,2.0,3560000, 4 juni 2021,6,89000,kungsholmen,40,2,
lidnersgatan 12b,2662,2.0,2950000, 4 juni 2021,14,89394,kungsholmen,33,1,6
fleminggatan 99,4456,3.0,10375000, 4 juni 2021,15,105867,kungsholmen,98,4,3
lindhagensgatan 104a,3694,3.0,5750000, 4 juni 2021,11,80986,kungsholmen,71,3,2
orvar odds väg 10,1716,2.0,2900000, 4 juni 2021,12,100000,kungsholmen,29,1,
bågljusvägen 3,3671,3.0,5500000, 3 juni 2021,±0,94828,kungsholmen,58,2,7
grubbensringen 2,4515,3.0,6000000, 3 juni 2021,10,85714,kungsholmen,70,3,1
svarvargatan 11,5210,2.0,9000000, 3 juni 2021,±0,90000,kungsholmen,100,4,4
arbetargatan 27a,3370,3.0,5350000, 3 juni 2021,8,79851,kungsholmen,67,3,2
drottningholmsvägen 64,2853,3.0,5850000, 3 juni 2021,-2,81250,kungsholmen,72,3,
pontonjärgatan 45,2176,2.0,3630000, 3 juni 2021,12,100833,kungsholmen,36,1,5
lindhagensgatan 69,1528,,2575000, 3 juni 2021,17,117045,kungsholmen,22,1,3
stagneliusvägen 26,1607,2.0,2280000, 3 juni 2021,14,103636,kungsholmen,22,1,4
sankt göransgatan 70,963,3.0,4460000, 2 juni 2021,12,106190,kungsholmen,42,2,
john ericssonsgatan 11a,1878,3.0,3925000, 2 juni 2021,31,126613,kungsholmen,31,2,6
södra agnegatan 26,2490,1.0,6600000, 2 juni 2021,20,120000,kungsholmen,55,2,
gyllenborgsgatan 11,2073,,3850000, 2 juni 2021,29,96250,kungsholmen,40,2,
sankt eriksgatan 12,1413,3.0,6800000, 2 juni 2021,13,107937,kungsholmen,63,2,
kungsholmsgatan 15,2572,2.0,6500000, 2 juni 2021,14,108333,kungsholmen,60,4,2
baltzar von platens gata 1,1465,2.0,3140000, 2 juni 2021,10,104667,kungsholmen,30,1,3
lidnersgatan 10b,2841,2.0,3200000, 2 juni 2021,±0,84211,kungsholmen,38,2,
ernst ahlgrens väg 3,1934,,3325000, 2 juni 2021,15,97794,kungsholmen,34,2,
polhemsgatan 6,2193,2.0,5300000, 2 juni 2021,18,106000,kungsholmen,50,2,
industrigatan 10,3943,3.0,6430000, 2 juni 2021,10,94559,kungsholmen,68,3,2
karlsviksgatan 8,3575,3.0,9600000, 2 juni 2021,16,118519,kungsholmen,81,3,3
fleminggatan 73,2574,2.0,4400000, 1 juni 2021,16,102326,kungsholmen,43,2,5
kronobergsgatan 24,1868,2.0,4300000, 1 juni 2021,13,100000,kungsholmen,43,2,
fleminggatan 73,3631,3.0,6590000, 1 juni 2021,12,111695,kungsholmen,59,2,6
pontonjärgatan 20,2669,2.0,4550000, 1 juni 2021,17,101111,kungsholmen,45,2,3
svarvargatan 7,5817,2.0,10750000, 1 juni 2021,13,92672,kungsholmen,116,4,5
kungsholms strand 139,2368,3.0,5200000, 1 juni 2021,24,113043,kungsholmen,46,2,6
gyllenborgsgatan 12,2301,,4000000, 1 juni 2021,14,93023,kungsholmen,43,2,2
lidnersgatan 12,2553,2.0,3250000, 1 juni 2021,21,98485,kungsholmen,33,2,
inedalsgatan 21,3641,3.0,9400000, 1 juni 2021,18,117500,kungsholmen,80,3,3
maria sandels gränd 2,5689,3.0,11500000, 1 juni 2021,21,100877,kungsholmen,114,5,2
sankt eriksgatan 52,2614,2.0,3650000, 1 juni 2021,11,104286,kungsholmen,35,2,3
frödingsvägen 6,1609,,3300000, 1 juni 2021,±0,86842,kungsholmen,38,1,
messeniusgatan 6,2159,2.0,2725000, 31 maj 2021,9,87903,kungsholmen,31,2,1
polhemsgatan 8,2150,3.0,6500000, 31 maj 2021,31,116071,kungsholmen,56,2,4
fyrverkarbacken 27,3421,3.0,6150000, 31 maj 2021,12,93182,kungsholmen,66,3,12
fleminggatan 34,1954,3.0,6670000, 31 maj 2021,16,101061,kungsholmen,66,2,5
rålambsvägen 29,3413,3.0,4375000, 31 maj 2021,12,78125,kungsholmen,56,2,
creutzgatan 1,1627,4.0,3725000, 31 maj 2021,24,93125,kungsholmen,40,1,
kungsholms strand 169,1707,2.0,3600000, 30 maj 2021,20,100000,kungsholmen,36,2,
frödingsvägen 7,2173,1.0,3750000, 30 maj 2021,17,91463,kungsholmen,41,2,1
alströmergatan 11,1656,3.0,3315000, 29 maj 2021,15,118393,kungsholmen,28,1,
pipersgatan 8,2010,,5480000, 28 maj 2021,11,101481,kungsholmen,54,2,
industrigatan 2a,2840,3.0,6100000, 28 maj 2021,18,117308,kungsholmen,52,2,5
fleminggatan 40e,3099,3.0,5500000, 28 maj 2021,-4,83333,kungsholmen,66,3,
alströmergatan 51,1461,3.0,3800000, 28 maj 2021,31,126667,kungsholmen,30,2,
igeldammsgatan 16,1921,3.0,4200000, 28 maj 2021,17,113514,kungsholmen,37,2,
kungsgatan 90,6202,2.0,13625000, 28 maj 2021,-1,87903,kungsholmen,155,5,
kungsholms strand 163,4070,3.0,6900000, 28 maj 2021,15,93243,kungsholmen,74,3,
lars forssells gata 30,2673,3.0,4600000, 28 maj 2021,5,93878,kungsholmen,49,2,4
kristinebergs strand 33,5297,3.0,10500000, 28 maj 2021,5,102941,kungsholmen,102,5,2
fridhemsgatan 60,1236,2.0,3100000, 27 maj 2021,±0,124000,kungsholmen,25,1,3
gjutargatan 12,1632,2.0,2925000, 27 maj 2021,17,97500,kungsholmen,30,1,
kungsklippan 11,1782,2.0,2350000, 27 maj 2021,18,106818,kungsholmen,22,1,
kungsholmsgatan 15,3243,3.0,7200000, 27 maj 2021,14,104348,kungsholmen,69,2,6
lindhagensterrassen 19,3879,2.0,8450000, 26 maj 2021,,87113,kungsholmen,97,4,
bergsgatan 5a,3559,3.0,11000000, 26 maj 2021,22,119565,kungsholmen,92,3,2
norra agnegatan 38,2200,2.0,6400000, 26 maj 2021,,106667,kungsholmen,60,2,
alströmergatan 49,1982,2.0,2925000, 26 maj 2021,17,104464,kungsholmen,28,1,
fredhällsgatan 13,2015,,3500000, 26 maj 2021,±0,81395,kungsholmen,43,2,
rålambsvägen 8a,5758,3.0,8000000, 26 maj 2021,7,76190,kungsholmen,105,4,2
gyllenborgsgatan 13,3439,,6000000, 26 maj 2021,12,88235,kungsholmen,68,3,
alströmergatan 32 b,1843,,3480000, 26 maj 2021,20,96667,kungsholmen,36,1,1
thorildsvägen 5,6927,3.0,8700000, 26 maj 2021,-1,79091,kungsholmen,110,4,3
wennerbergsgatan 2,4866,3.0,7050000, 26 maj 2021,28,81034,kungsholmen,87,4,5
frödingsvägen 6,2161,,4275000, 26 maj 2021,8,80660,kungsholmen,53,2,2
stagneliusvägen 32,2796,3.0,3150000, 25 maj 2021,5,68478,kungsholmen,46,1,2
fleminggatan 33a,1150,1.0,3700000, 25 maj 2021,17,119355,kungsholmen,31,1,2
wargentinsgatan 3,2438,2.0,4600000, 25 maj 2021,21,104545,kungsholmen,44,2,2
bergsgatan 49,1265,3.0,3110000, 25 maj 2021,11,111071,kungsholmen,28,1,
kungsholmsgatan 11,3355,3.0,3995000, 25 maj 2021,±0,95119,kungsholmen,42,2,6
pontonjärgatan 33,2476,3.0,7025000, 25 maj 2021,20,111508,kungsholmen,63,2,2
ola hanssonsgatan 5,2462,1.0,3550000, 25 maj 2021,8,95946,kungsholmen,37,2,3
wargentinsgatan 7,2438,3.0,4600000, 25 maj 2021,15,100000,kungsholmen,46,2,
geijersvägen 6,2357,,3650000, 25 maj 2021,4,84884,kungsholmen,43,2,
